Wall time,Step,Value
1678579949.0599027,0,0.05965808406472206
1678580510.7755125,1,0.04299581050872803
1678581095.8392816,2,0.03952240198850632
1678581712.7424245,3,0.03629184514284134
1678582355.3086574,4,0.035037506371736526
1678582968.0986726,5,0.033675454556941986
1678583587.778049,6,0.03211669623851776
1678584182.382363,7,0.03138357400894165
1678584686.943619,8,0.03092910721898079
1678585146.5130737,9,0.029728293418884277
1678585603.9452324,10,0.028895990923047066
1678586028.1844792,11,0.028593698516488075
1678586449.465673,12,0.028539597988128662
1678586872.459095,13,0.027700938284397125
1678587402.9700446,14,0.02642243728041649
1678587827.4425106,15,0.026564456522464752
1678588306.1942556,16,0.025990044698119164
1678588731.0912337,17,0.025686820968985558
1678589157.2609384,18,0.025144102051854134
1678589586.5959659,19,0.024508129805326462
1678590010.6102145,20,0.024117829278111458
1678590430.4689095,21,0.023826949298381805
1678591130.8931868,22,0.02338266186416149
1678591875.8990073,23,0.022939199581742287
1678592324.2960138,24,0.02293822169303894
1678592962.7461307,25,0.022320423275232315
1678593900.0506196,26,0.022030699998140335
1678594752.5860207,27,0.021930618211627007
1678595664.6663482,28,0.02150513231754303
1678596577.785973,29,0.021149149164557457
1678597490.6814063,30,0.021073201671242714
1678598375.058452,31,0.020657135173678398
1678599291.9566476,32,0.020415259525179863
1678600159.8709662,33,0.0200708769261837
1678600990.1413987,34,0.019667619839310646
1678601850.3882298,35,0.01995960623025894
1678602683.6984563,36,0.01954462006688118
1678603572.3554115,37,0.019245535135269165
1678604458.5651739,38,0.019283311441540718
1678605346.0486207,39,0.01898728869855404
1678606086.0382078,40,0.018939102068543434
1678606553.0656464,41,0.018272608518600464
1678606979.8247375,42,0.018180733546614647
1678607400.0068152,43,0.018408212810754776
1678607820.4918208,44,0.018036173656582832
1678608240.5983882,45,0.01762126199901104
1678608661.9303145,46,0.01751735806465149
1678609083.8315127,47,0.017393866553902626
1678609511.1577451,48,0.017207685858011246
1678609936.2002504,49,0.017207741737365723
1678610357.6317782,50,0.01712062954902649
1678610779.9130394,51,0.016870081424713135
1678611200.8332405,52,0.016561681404709816
1678611621.6403666,53,0.01662854105234146
1678612042.5139816,54,0.01629352942109108
1678612463.5563815,55,0.016279712319374084
1678612884.5590672,56,0.016063544899225235
1678613308.0918937,57,0.015759538859128952
1678613733.1480925,58,0.015756389126181602
1678614220.5218492,59,0.015565436333417892
1678614724.8368092,60,0.015464241616427898
1678615236.794246,61,0.01540785375982523
1678615754.8210623,62,0.01492623332887888
1678616276.0792344,63,0.014888987876474857
1678616799.757622,64,0.014619202353060246
1678617325.8481545,65,0.014802737161517143
1678617817.2408948,66,0.014379826374351978
1678618247.2858698,67,0.014585714787244797
1678618672.608747,68,0.014545295387506485
1678619097.3990247,69,0.01408571470528841
1678619521.3628144,70,0.013702115043997765
1678619945.0963485,71,0.013737092725932598
1678620369.33464,72,0.013835261575877666
1678620792.5864236,73,0.013604052364826202
1678621215.9922183,74,0.013228369876742363
1678621641.9548826,75,0.013194838538765907
1678622066.5628176,76,0.013130261562764645
1678622489.4937558,77,0.012838882394134998
1678622912.2978866,78,0.012519272975623608
1678623336.104778,79,0.012498046271502972
1678623758.1662798,80,0.012551339343190193
1678624180.9404893,81,0.012316904962062836
1678624604.7138166,82,0.012250366620719433
1678625028.2717018,83,0.012065096758306026
1678625452.4983897,84,0.01200531143695116
1678625882.5551488,85,0.01204734668135643
1678626314.0265708,86,0.011699682101607323
1678626744.351073,87,0.011664755642414093
1678627165.6356661,88,0.011462049558758736
1678627585.0744586,89,0.011391600593924522
1678628003.4501028,90,0.011003829538822174
1678628423.2415903,91,0.011094287969172001
1678628861.2717462,92,0.010945224203169346
1678629302.2216666,93,0.01078453753143549
1678629745.9411001,94,0.010612823069095612
1678630188.3141363,95,0.010637260042130947
1678630632.3140879,96,0.01046767458319664
1678631080.3828366,97,0.010373136959969997
1678631516.3687232,98,0.010245031677186489
1678631965.8228433,99,0.010134018026292324
